action_id,session_id,sim_time_s,action_type,target_code,classification,expected_step_code,is_correct,is_incorrect,is_dangerous,is_repeated,is_cancelled,is_sequence_violation,is_result_check,is_observation
EAVT-L3-SLOW-027-A016,EAVT-L3-SLOW-027,3460,verify_products,product_lines,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-SLOW-028-A001,EAVT-L3-SLOW-028,3240,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-SLOW-028-A002,EAVT-L3-SLOW-028,3245,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-SLOW-028-A003,EAVT-L3-SLOW-028,3250,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L3-SLOW-028-A004,EAVT-L3-SLOW-028,3260,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L3-SLOW-028-A005,EAVT-L3-SLOW-028,3270,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-SLOW-028-A006,EAVT-L3-SLOW-028,3280,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-SLOW-028-A007,EAVT-L3-SLOW-028,3290,submit_diagnosis:heat_transfer_problem,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L3-SLOW-028-A008,EAVT-L3-SLOW-028,3325,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-029-A001,EAVT-L3-ALARM-OVERLOAD-029,3305,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-029-A002,EAVT-L3-ALARM-OVERLOAD-029,3310,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-029-A003,EAVT-L3-ALARM-OVERLOAD-029,3315,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-ALARM-OVERLOAD-029-A004,EAVT-L3-ALARM-OVERLOAD-029,3325,compare_flows,FRC-404/405/406,out_of_sequence,compare_flows,0,1,0,0,0,1,0,1
EAVT-L3-ALARM-OVERLOAD-029-A005,EAVT-L3-ALARM-OVERLOAD-029,3335,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-ALARM-OVERLOAD-029-A006,EAVT-L3-ALARM-OVERLOAD-029,3345,check_pressure,feed_branches,out_of_sequence,check_pressure,0,1,0,0,0,1,0,1
EAVT-L3-ALARM-OVERLOAD-029-A007,EAVT-L3-ALARM-OVERLOAD-029,3355,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-029-A008,EAVT-L3-ALARM-OVERLOAD-029,3370,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-029-A009,EAVT-L3-ALARM-OVERLOAD-029,3375,repeat_previous_command,feed_branch,repeated,none,0,0,0,1,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-030-A001,EAVT-L3-ALARM-OVERLOAD-030,3255,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-030-A002,EAVT-L3-ALARM-OVERLOAD-030,3260,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-030-A003,EAVT-L3-ALARM-OVERLOAD-030,3265,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-ALARM-OVERLOAD-030-A004,EAVT-L3-ALARM-OVERLOAD-030,3275,compare_flows,FRC-404/405/406,out_of_sequence,compare_flows,0,1,0,0,0,1,0,1
EAVT-L3-ALARM-OVERLOAD-030-A005,EAVT-L3-ALARM-OVERLOAD-030,3285,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-ALARM-OVERLOAD-030-A006,EAVT-L3-ALARM-OVERLOAD-030,3295,check_pressure,feed_branches,out_of_sequence,check_pressure,0,1,0,0,0,1,0,1
EAVT-L3-ALARM-OVERLOAD-030-A007,EAVT-L3-ALARM-OVERLOAD-030,3305,submit_diagnosis:pump_capacity_loss,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-030-A008,EAVT-L3-ALARM-OVERLOAD-030,3320,switch_to_standby_pump,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-ALARM-OVERLOAD-030-A009,EAVT-L3-ALARM-OVERLOAD-030,3325,repeat_previous_command,feed_branch,repeated,none,0,0,0,1,0,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-031-A001,EAVT-L3-WRONG-DIAGNOSIS-031,3185,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-031-A002,EAVT-L3-WRONG-DIAGNOSIS-031,3190,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-031-A003,EAVT-L3-WRONG-DIAGNOSIS-031,3193,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L3-WRONG-DIAGNOSIS-031-A004,EAVT-L3-WRONG-DIAGNOSIS-031,3201,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L3-WRONG-DIAGNOSIS-031-A005,EAVT-L3-WRONG-DIAGNOSIS-031,3209,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-WRONG-DIAGNOSIS-031-A006,EAVT-L3-WRONG-DIAGNOSIS-031,3217,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-WRONG-DIAGNOSIS-031-A007,EAVT-L3-WRONG-DIAGNOSIS-031,3225,submit_diagnosis:sensor_fault,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-031-A009,EAVT-L3-WRONG-DIAGNOSIS-031,3250,switch_pump_request,N-1_group,cancelled,none,0,0,0,0,1,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-031-A008,EAVT-L3-WRONG-DIAGNOSIS-031,3260,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-032-A001,EAVT-L3-WRONG-DIAGNOSIS-032,3315,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-032-A002,EAVT-L3-WRONG-DIAGNOSIS-032,3320,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-032-A003,EAVT-L3-WRONG-DIAGNOSIS-032,3323,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L3-WRONG-DIAGNOSIS-032-A004,EAVT-L3-WRONG-DIAGNOSIS-032,3331,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L3-WRONG-DIAGNOSIS-032-A005,EAVT-L3-WRONG-DIAGNOSIS-032,3339,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-WRONG-DIAGNOSIS-032-A006,EAVT-L3-WRONG-DIAGNOSIS-032,3347,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-WRONG-DIAGNOSIS-032-A007,EAVT-L3-WRONG-DIAGNOSIS-032,3355,submit_diagnosis:sensor_fault,feed_branch,incorrect,submit_diagnosis,0,1,0,0,0,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-032-A009,EAVT-L3-WRONG-DIAGNOSIS-032,3380,switch_pump_request,N-1_group,cancelled,none,0,0,0,0,1,0,0,0
EAVT-L3-WRONG-DIAGNOSIS-032-A008,EAVT-L3-WRONG-DIAGNOSIS-032,3390,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-033-A001,EAVT-L3-NO-VERIFICATION-033,3270,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-033-A002,EAVT-L3-NO-VERIFICATION-033,3275,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-033-A003,EAVT-L3-NO-VERIFICATION-033,3276,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L3-NO-VERIFICATION-033-A004,EAVT-L3-NO-VERIFICATION-033,3282,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L3-NO-VERIFICATION-033-A005,EAVT-L3-NO-VERIFICATION-033,3288,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-NO-VERIFICATION-033-A006,EAVT-L3-NO-VERIFICATION-033,3294,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-NO-VERIFICATION-033-A007,EAVT-L3-NO-VERIFICATION-033,3300,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-033-A008,EAVT-L3-NO-VERIFICATION-033,3311,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-034-A001,EAVT-L3-NO-VERIFICATION-034,3195,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-034-A002,EAVT-L3-NO-VERIFICATION-034,3200,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-034-A003,EAVT-L3-NO-VERIFICATION-034,3201,compare_flows,FRC-404/405/406,correct,compare_flows,1,0,0,0,0,0,0,1
EAVT-L3-NO-VERIFICATION-034-A004,EAVT-L3-NO-VERIFICATION-034,3207,check_pressure,feed_branches,correct,check_pressure,1,0,0,0,0,0,0,1
EAVT-L3-NO-VERIFICATION-034-A005,EAVT-L3-NO-VERIFICATION-034,3213,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-NO-VERIFICATION-034-A006,EAVT-L3-NO-VERIFICATION-034,3219,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-NO-VERIFICATION-034-A007,EAVT-L3-NO-VERIFICATION-034,3225,submit_diagnosis:pump_capacity_loss,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-034-A008,EAVT-L3-NO-VERIFICATION-034,3236,switch_to_standby_pump,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-NO-VERIFICATION-034-A009,EAVT-L3-NO-VERIFICATION-034,3260,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L3-CHAOTIC-035-A001,EAVT-L3-CHAOTIC-035,3275,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-CHAOTIC-035-A002,EAVT-L3-CHAOTIC-035,3280,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-CHAOTIC-035-A003,EAVT-L3-CHAOTIC-035,3282,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-CHAOTIC-035-A004,EAVT-L3-CHAOTIC-035,3289,compare_flows,FRC-404/405/406,out_of_sequence,compare_flows,0,1,0,0,0,1,0,1
EAVT-L3-CHAOTIC-035-A005,EAVT-L3-CHAOTIC-035,3296,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-CHAOTIC-035-A006,EAVT-L3-CHAOTIC-035,3303,check_pressure,feed_branches,out_of_sequence,check_pressure,0,1,0,0,0,1,0,1
EAVT-L3-CHAOTIC-035-A007,EAVT-L3-CHAOTIC-035,3310,submit_diagnosis:valve_stiction,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-CHAOTIC-035-A008,EAVT-L3-CHAOTIC-035,3322,restore_flow_control,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-CHAOTIC-035-A010,EAVT-L3-CHAOTIC-035,3330,repeat_previous_command,feed_branch,repeated,none,0,0,0,1,0,0,0,0
EAVT-L3-CHAOTIC-035-A011,EAVT-L3-CHAOTIC-035,3335,switch_pump_request,N-1_group,cancelled,none,0,0,0,0,1,0,0,0
EAVT-L3-CHAOTIC-035-A009,EAVT-L3-CHAOTIC-035,3345,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
EAVT-L3-CHAOTIC-035-A012,EAVT-L3-CHAOTIC-035,3382,verify_flow,feed_branch,correct,verify_flow,1,0,0,0,0,0,1,1
EAVT-L3-CHAOTIC-035-A013,EAVT-L3-CHAOTIC-035,3392,verify_t11,T-1...T-11,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-CHAOTIC-035-A014,EAVT-L3-CHAOTIC-035,3402,verify_elou,ELOU,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-CHAOTIC-035-A015,EAVT-L3-CHAOTIC-035,3412,verify_e15,E-15,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-CHAOTIC-035-A016,EAVT-L3-CHAOTIC-035,3422,verify_k1,K-1,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-CHAOTIC-035-A017,EAVT-L3-CHAOTIC-035,3432,verify_furnaces,P-1/P-2/P-3,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-CHAOTIC-035-A018,EAVT-L3-CHAOTIC-035,3442,verify_k2,K-2,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-CHAOTIC-035-A019,EAVT-L3-CHAOTIC-035,3452,verify_products,product_lines,correct,verify_downstream,1,0,0,0,0,0,1,1
EAVT-L3-CHAOTIC-036-A001,EAVT-L3-CHAOTIC-036,3315,declare_deviation,feed_system,correct,declare_deviation,1,0,0,0,0,0,0,0
EAVT-L3-CHAOTIC-036-A002,EAVT-L3-CHAOTIC-036,3320,ack_alarm,primary_flow_alarm,correct,none,1,0,0,0,0,0,0,0
EAVT-L3-CHAOTIC-036-A003,EAVT-L3-CHAOTIC-036,3322,check_pump,N-1_group,correct,check_pump,1,0,0,0,0,0,0,1
EAVT-L3-CHAOTIC-036-A004,EAVT-L3-CHAOTIC-036,3329,compare_flows,FRC-404/405/406,out_of_sequence,compare_flows,0,1,0,0,0,1,0,1
EAVT-L3-CHAOTIC-036-A005,EAVT-L3-CHAOTIC-036,3336,check_valve,target_branch_FRC,correct,check_valve,1,0,0,0,0,0,0,1
EAVT-L3-CHAOTIC-036-A006,EAVT-L3-CHAOTIC-036,3343,check_pressure,feed_branches,out_of_sequence,check_pressure,0,1,0,0,0,1,0,1
EAVT-L3-CHAOTIC-036-A007,EAVT-L3-CHAOTIC-036,3350,submit_diagnosis:pump_capacity_loss,feed_branch,correct,submit_diagnosis,1,0,0,0,0,0,0,0
EAVT-L3-CHAOTIC-036-A008,EAVT-L3-CHAOTIC-036,3362,switch_to_standby_pump,feed_branch,correct,corrective_action,1,0,0,0,0,0,0,0
EAVT-L3-CHAOTIC-036-A010,EAVT-L3-CHAOTIC-036,3370,repeat_previous_command,feed_branch,repeated,none,0,0,0,1,0,0,0,0
EAVT-L3-CHAOTIC-036-A011,EAVT-L3-CHAOTIC-036,3375,switch_pump_request,N-1_group,cancelled,none,0,0,0,0,1,0,0,0
EAVT-L3-CHAOTIC-036-A009,EAVT-L3-CHAOTIC-036,3385,increase_furnace_heat,furnaces,dangerous,none,0,0,1,0,0,0,0,0
